train_acc,train_loss,val_acc,val_loss
0.035936842105263156,4.3230457,0.061200000000000004,4.0608907
0.06606315789473685,4.003074,0.0956,3.839618
0.09477894736842107,3.8338714,0.11040000000000001,3.7389429
0.13867368421052634,3.6003535,0.17200000000000004,3.380343
0.17966315789473686,3.36814,0.1904,3.3072367
0.2168421052631579,3.1815443,0.218,3.1192312
0.2470105263157895,3.0057683,0.282,2.8289154
0.27776842105263155,2.8374984,0.22240000000000001,3.195474
0.30715789473684213,2.6899796,0.33080000000000004,2.5897326
0.3357894736842105,2.542325,0.3532,2.4552085
0.3550736842105263,2.4513066,0.3124,2.6432834
0.37978947368421057,2.3419852,0.39319999999999994,2.2500863
0.39827368421052634,2.2492387,0.3767999999999999,2.379645
0.41122105263157893,2.1971679,0.3812,2.2904563
0.4284842105263158,2.114709,0.4408000000000001,2.0661652
0.4404421052631579,2.0628078,0.36479999999999996,2.469729
0.4496842105263158,2.0199559,0.44880000000000003,2.0349343
0.46728421052631575,1.9432235,0.4444000000000001,2.0224705
0.4714105263157895,1.9236724,0.406,2.2552094
0.48391578947368424,1.8668422,0.4747999999999999,1.8836249
0.4946315789473685,1.8294022,0.4568,1.9815255
0.49749473684210527,1.808531,0.45719999999999994,1.9592628
0.512378947368421,1.7480885,0.5047999999999999,1.7853984
0.5161473684210527,1.729311,0.41480000000000006,2.3222497
0.5237894736842106,1.692705,0.49560000000000004,1.8138652
0.5327578947368421,1.6533092,0.5124,1.7752461
0.532021052631579,1.650526,0.4432,2.0488183
0.5429263157894737,1.6131928,0.5212,1.738602
0.5512631578947369,1.5809169,0.486,1.8926047
0.5527789473684211,1.5747741,0.494,1.8646213
0.5653263157894738,1.5246558,0.5396,1.663002
0.5645263157894737,1.5239106,0.4512,2.1056685
0.5681684210526315,1.5100373,0.5192,1.7091174
0.5786526315789474,1.4723427,0.5292,1.6822364
0.5790736842105263,1.4713821,0.4795999999999999,1.9671501
0.5851157894736843,1.4420063,0.5436,1.6362134
0.5918105263157895,1.4200658,0.49400000000000005,1.875794
0.590421052631579,1.4301472,0.5312,1.7693877
0.5965894736842106,1.3911119,0.5504,1.6044736
0.6027789473684211,1.3772491,0.4996,1.8491378
0.6039157894736843,1.37316,0.544,1.646724
0.6100421052631578,1.347588,0.556,1.6201563
0.6107368421052632,1.3453004,0.5064,1.8399032
0.6157263157894738,1.3206508,0.5651999999999999,1.5451555
0.6187999999999999,1.3071343,0.5303999999999999,1.6992519
0.6186315789473684,1.3053056,0.5364,1.7133003
0.6259157894736842,1.2767762,0.5744,1.5474899
0.6266736842105263,1.2720859,0.49039999999999995,2.021521
0.628421052631579,1.2740523,0.5632,1.5906394
0.6385052631578948,1.2352482,0.5604,1.5969728
0.6354736842105264,1.2476846,0.49760000000000004,2.0188043
0.6407789473684209,1.2245243,0.5664,1.5497724
0.6440210526315788,1.2091067,0.5332,1.7331543
0.6390947368421053,1.2195119,0.5451999999999999,1.7317234
0.6515157894736843,1.18232,0.5824,1.5606029
0.6514526315789474,1.1870853,0.5396,1.7880762
0.6491789473684211,1.1835283,0.5848,1.5491176
0.6556631578947368,1.1616399,0.5776,1.5446815
0.6575157894736842,1.1620996,0.5424,1.7295372
0.6601894736842104,1.1450651,0.5908,1.5131123
0.6635368421052631,1.1360472,0.56,1.640959
0.6596842105263159,1.1468583,0.5531999999999999,1.7003652
0.6642947368421053,1.1283034,0.5867999999999999,1.5318189
0.6687368421052631,1.1144031,0.536,1.8779213
0.6681263157894737,1.1141067,0.5820000000000001,1.552701
0.6752210526315789,1.086934,0.5864,1.5390114
0.674357894736842,1.0968181,0.5384,1.7639188
0.6777052631578947,1.0848486,0.5916,1.5416292
0.6794526315789474,1.0691835,0.556,1.7403625
0.6743789473684212,1.0847493,0.56,1.7221348
0.6821473684210526,1.0557699,0.5992000000000001,1.4953659
0.6849052631578948,1.0577176,0.5372,1.8738341
0.6831157894736842,1.060727,0.5780000000000001,1.5506383
0.6889052631578947,1.0349338,0.588,1.5555671
0.6878315789473683,1.047372,0.5368,1.8790464
0.6920842105263159,1.0284141,0.594,1.545057
0.6949263157894737,1.0197442,0.5692,1.6547742
0.6902526315789472,1.0354992,0.556,1.7935826
0.6965684210526316,0.9998259,0.6028,1.528049
0.6986105263157896,1.0016253,0.5296,1.9131247
0.6954947368421053,1.0088642,0.5864,1.5841402
0.7013894736842105,0.987265,0.608,1.5285052
0.6977263157894737,1.0005647,0.5492,1.8265636
0.7034947368421052,0.9800109,0.5916,1.5553012
0.7056210526315788,0.97279185,0.5628,1.7610592
0.7037894736842105,0.9767535,0.5632,1.8018923
0.7093684210526315,0.954709,0.5964,1.5573534
0.7077052631578946,0.96820056,0.5476000000000001,1.8284956
0.7093263157894737,0.96063954,0.5928,1.5898186
0.7142736842105263,0.94322175,0.5944,1.6001467
0.7096210526315789,0.953434,0.5532,1.8033508
0.7134315789473684,0.9363014,0.5868,1.5994574
0.7193052631578947,0.93076867,0.5836,1.7081473
0.7161473684210525,0.94162613,0.5728,1.7284508
0.7196631578947369,0.9141143,0.602,1.5541552
0.719978947368421,0.91732675,0.5748,1.7500961
0.7170526315789474,0.92066896,0.6144,1.5787805
0.7246736842105264,0.9038803,0.6008,1.5739954
0.7223157894736842,0.9066567,0.5676000000000001,1.8612542
0.7242526315789474,0.8954645,0.5992,1.5817779
