train_acc,train_loss,val_acc,val_loss
0.023368421052631583,4.4809723,0.042,4.336439
0.03877894736842106,4.2799573,0.05040000000000001,4.1635957
0.05256842105263159,4.1336093,0.055999999999999994,4.19913
0.06469473684210528,4.0313845,0.0892,3.9307263
0.07896842105263159,3.946679,0.0908,3.8807263
0.08995789473684211,3.8859239,0.09280000000000001,3.851365
0.09825263157894738,3.818224,0.1092,3.7307017
0.10858947368421056,3.758064,0.11600000000000002,3.7362444
0.11907368421052632,3.7003274,0.13399999999999998,3.590975
0.13023157894736842,3.6233885,0.1468,3.5196617
0.13814736842105263,3.5817778,0.1204,3.5958896
0.15084210526315792,3.5099187,0.1672,3.4055939
0.15736842105263157,3.4643078,0.1656,3.4496126
0.16519999999999999,3.4183435,0.1548,3.3855245
0.17391578947368422,3.3644779,0.19039999999999999,3.2379086
0.18357894736842106,3.3118308,0.16879999999999998,3.3319538
0.19454736842105264,3.261488,0.2164,3.1487777
0.20713684210526315,3.19989,0.2112,3.1382864
0.21054736842105262,3.170021,0.1936,3.2637448
0.22216842105263157,3.109121,0.2316,3.01171
0.23094736842105265,3.058428,0.20199999999999996,3.1979141
0.23364210526315793,3.0327246,0.23920000000000002,2.981114
0.24574736842105263,2.970878,0.2576,2.8666341
0.2501894736842105,2.9341915,0.22360000000000002,3.0887766
0.26265263157894736,2.8899276,0.2828,2.7941544
0.2721473684210526,2.8340678,0.2748,2.8251956
0.2748842105263158,2.808033,0.2576,2.906712
0.2881684210526316,2.7580323,0.292,2.6874168
0.2956210526315789,2.7207649,0.2812,2.703795
0.2947157894736842,2.7033901,0.27520000000000006,2.7776022
0.30734736842105265,2.6472707,0.3132,2.5877936
0.3140842105263158,2.621706,0.27,2.8736565
0.3183789473684211,2.5940323,0.3208,2.5815604
0.32486315789473685,2.5585446,0.3232,2.5324166
0.33362105263157893,2.5404592,0.28119999999999995,2.79026
0.3391789473684211,2.5096357,0.3464,2.473153
0.34442105263157885,2.4725838,0.30960000000000004,2.7018507
0.3484631578947368,2.4635398,0.3256,2.564502
0.3543368421052632,2.4283264,0.3648,2.400956
0.3586947368421053,2.3999076,0.3096,2.682187
0.36578947368421055,2.3813958,0.3604,2.3921304
0.3705894736842105,2.3502505,0.366,2.3952434
0.36920000000000003,2.351988,0.3292,2.534144
0.37978947368421045,2.3106322,0.38159999999999994,2.2880127
0.3835157894736842,2.2904456,0.36599999999999994,2.394897
0.3853684210526316,2.2848916,0.3552,2.4634233
0.3929263157894737,2.247978,0.39440000000000003,2.2453954
0.3936210526315789,2.237298,0.3488,2.4667444
0.39431578947368423,2.2371657,0.3856,2.3106437
0.40654736842105266,2.1951027,0.39640000000000003,2.225783
0.4037684210526316,2.201994,0.36119999999999997,2.4006195
0.4112421052631579,2.165854,0.40840000000000004,2.1855683
0.41652631578947374,2.1475863,0.37200000000000005,2.347115
0.4174315789473685,2.1427526,0.37519999999999987,2.2963512
0.4236842105263158,2.1108565,0.4164,2.145845
0.42532631578947366,2.1051843,0.36160000000000003,2.4699655
0.4248421052631579,2.1030328,0.41960000000000003,2.1125987
0.43298947368421054,2.0749772,0.4264,2.124208
0.43237894736842103,2.072988,0.3468,2.4820755
0.43530526315789475,2.055388,0.4264,2.101352
0.44109473684210526,2.0310607,0.41119999999999995,2.1778042
0.4420421052631579,2.0328088,0.38439999999999996,2.276451
0.4472421052631579,2.011295,0.43,2.064612
0.4495789473684211,1.9975606,0.37439999999999996,2.355434
0.4515368421052632,1.9994738,0.4164,2.1193283
0.454021052631579,1.9705447,0.4328,2.0648966
0.45654736842105265,1.9725212,0.38079999999999997,2.3614876
0.4592210526315789,1.952589,0.43839999999999996,2.0410779
0.4618315789473684,1.9448749,0.4256,2.0812213
0.4613894736842105,1.9453969,0.4231999999999999,2.1258242
0.46351578947368427,1.9260598,0.4428,2.007245
0.4666105263157894,1.9146763,0.39520000000000005,2.2880633
0.47183157894736844,1.9108121,0.4316,2.0423315
0.47675789473684205,1.8849139,0.43119999999999997,2.055358
0.47553684210526315,1.890076,0.41680000000000006,2.1269317
0.4781052631578947,1.8764647,0.45559999999999995,1.9753238
0.4817684210526315,1.8659406,0.4364,2.0872836
0.48174736842105265,1.8702117,0.4376,2.0846045
0.48513684210526314,1.8382522,0.4644,1.9193295
0.48566315789473685,1.839305,0.4164,2.17779
0.48909473684210525,1.8408,0.45799999999999996,1.9871814
0.493621052631579,1.8103063,0.4632,1.9522165
0.49088421052631576,1.8192396,0.41639999999999994,2.1160922
0.494821052631579,1.8056662,0.4664,1.9386374
0.4987157894736842,1.7916044,0.43799999999999994,2.0758066
0.4959789473684211,1.8019742,0.436,2.0519056
0.5013894736842106,1.7775652,0.46880000000000005,1.8954971
0.5018105263157895,1.7751125,0.43879999999999997,2.086718
0.5037263157894737,1.7631894,0.4628,1.9715102
0.51,1.7485098,0.47200000000000003,1.9460052
0.506778947368421,1.7596983,0.4172,2.206646
0.5090947368421053,1.7422135,0.4708,1.8789878
0.5130736842105263,1.7318792,0.43079999999999996,2.067
0.5101684210526315,1.7442743,0.4456,2.010833
0.5176421052631579,1.7149836,0.47879999999999995,1.8610866
0.5154947368421053,1.7187282,0.4391999999999999,2.0739257
0.5153263157894736,1.7144688,0.48039999999999994,1.8998774
0.5234315789473684,1.6848786,0.47080000000000005,1.928026
0.5228842105263158,1.6909909,0.4424,2.0778327
0.5216421052631579,1.6989231,0.48080000000000006,1.835078
